season_number,season_id,team_id,team_name,is_ai,roster_count,injuries_created,injuries_minor,injuries_medium,injuries_major,training_injuries,match_injuries,active_injuries,active_medium_major_injuries,avg_max_body_wear,max_body_wear,players_body_wear_over_70,players_body_wear_over_90
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c3a306c8-0370-4557-b17a-8cdc9b246873,金毛狮王,True,16,4,2,2,0,2,2,0,0,2.26,3.6,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c567348e-56d2-41b5-b3bf-f12c1877cf25,绿茵魔术师,True,16,5,4,1,0,2,3,0,0,3.17,3.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c5695aa8-498f-413e-b73b-3d10e4c4ffff,蝙蝠军团,True,16,2,2,0,0,2,0,0,0,2.33,2.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c866a5c5-bf7f-4657-927d-b32818896bd3,马赛勇士,True,17,6,6,0,0,5,1,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c8c72df5-e356-4b13-8e8f-ec88b7674dd2,紫百合佛,True,15,2,2,0,0,1,1,0,0,4.24,5.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c9103d51-f0d0-4508-bbbc-cd0e215b80cb,三狮军团,True,17,1,1,0,0,1,0,0,0,1.25,2.4,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c94a55b6-39c8-4129-81c7-f3b325e407be,沙漠之舟,True,16,5,5,0,0,5,0,0,0,5.17,7.2,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,c9dd425d-59a1-4fa5-83c9-4b7ce2f7f429,巴塔哥尼,True,16,7,6,1,0,2,5,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,cce953b5-24b2-4111-b169-c7ee24250baa,塞维利业,True,17,4,4,0,0,2,2,0,0,0.07,1.2,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,ced36a6a-ff76-4d6e-b530-155bef975c6f,纳斯卡线,True,17,5,4,1,0,2,3,0,0,5.02,5.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,cf38b978-2024-45a7-8f20-99dfe99fa0b8,格拉纳达,True,16,3,3,0,0,2,1,0,0,0.91,9.32,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,cfbaab7e-1b94-4a03-b11d-ffe126ca94ae,刚果雨林,True,17,9,8,1,0,5,4,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d05a7cac-77cc-4fa9-8eba-d3db36881a4f,矿工沙尔,True,16,5,3,2,0,2,3,0,0,2.53,3.6,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d1528662-c97b-4af7-ab2f-e98b795cdda4,斯图加特,True,16,8,7,0,1,3,5,0,0,1.01,5.11,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d1c0d939-c777-4a8e-b87d-ede88c6e6abe,火狼焚原,True,16,2,2,0,0,1,1,0,0,1.43,2.4,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d20dd201-3871-43d1-afee-f407f87659b4,居鲁士帝,True,16,5,4,1,0,3,2,0,0,0.51,5.75,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d3286bd6-52f2-4571-afb5-cd2c361ab8ab,阿拉丁灯,True,16,3,3,0,0,1,2,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d3b66902-aa7c-408c-a3a8-2343ebc9cbe0,犀牛冲撞,True,16,1,1,0,0,0,1,0,0,0.85,2.4,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d4b06680-c802-4b4f-8fd1-33bea289ade2,西海金龙,True,17,3,3,0,0,2,1,0,0,4.13,4.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d69d7488-960a-4778-a79c-a0330172ef4a,绿白贝蒂,True,16,1,1,0,0,1,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d871b731-c80d-4872-b5b2-59a8a7b126ee,圣保罗彩,True,17,5,5,0,0,4,1,0,0,3.15,3.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,d89a5197-5cc5-4e06-971e-c198e16e5d18,桑布露族,True,17,2,2,0,0,2,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,da33e4ad-66d5-433e-93ba-366a9c2daf3f,非洲野牛,True,17,4,3,1,0,2,2,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,da7e1fb6-644f-4f12-ac90-d8a9cf2d9645,真蓝黑亚,True,16,2,2,0,0,1,1,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,de554813-103d-4ab7-a7b0-030d80a26303,阿拉伯军,True,17,5,4,1,0,3,2,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,de838a52-9057-4623-a707-fd29fd23e02c,霍村霍芬,True,16,4,2,2,0,1,3,0,0,2.25,2.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,df0c3811-9f00-451e-bd0a-4d22f839f910,红狼罗马,True,16,5,5,0,0,4,1,0,0,1.37,1.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,df0cf5b2-3259-4822-b945-261c54e430ba,红牛莱比,True,16,3,3,0,0,2,1,0,0,2.33,2.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,df29d5d7-141c-470c-b226-c2c18994aa4b,蓝鹰拉齐,True,17,2,2,0,0,2,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e0c9eea6-67ef-4e89-adff-55007cad963b,撒丁岛卡,True,16,2,2,0,0,2,0,0,0,1.98,3.6,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e1027b61-123f-401b-b628-e0b3a79eaea6,阿散蒂金,True,17,6,6,0,0,5,1,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e1c28409-400e-4cae-b1a2-bf81ab44ac90,拉普拉塔,True,16,1,1,0,0,0,1,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e1ee3921-d9a9-48ce-a389-3fa4d0dcbf50,草原战狼,True,16,1,1,0,0,1,0,0,0,3.39,3.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e5e69a4d-63f0-4e62-addb-b51923c6289b,巴斯克雄,True,16,6,5,1,0,5,1,1,0,4.74,11.11,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e5f8b687-80b4-4e5b-9398-0f67c674604a,绿洲明珠,True,17,3,3,0,0,2,1,0,0,1.61,6.15,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e6003d82-a938-4dc4-864c-b63501f2ae70,尼罗河源,True,16,5,5,0,0,4,1,0,0,0.78,12.44,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e8069429-7f4a-4735-a309-c9f73c6a9942,能源霸主,True,16,5,5,0,0,3,2,0,0,6.53,8.4,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e87b425e-c078-458e-8712-5812eb2007cd,赤龙焚天,True,16,0,0,0,0,0,0,0,0,3.11,3.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e94e5257-ab68-4ad7-847b-1173ce6578be,图西胡图,True,17,4,4,0,0,2,2,0,0,0.77,13.17,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,e9dd35ad-da38-4f78-8495-797e678b3c20,香料之路,True,15,3,3,0,0,3,0,0,0,2.05,2.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,eb2f1e87-4901-4c3f-93e5-4bc8a6a03f06,土耳其近,True,17,5,4,0,1,4,1,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,ed5c6eb4-7eaa-4484-8711-9333b2d11b16,波斯地毯,True,16,6,6,0,0,4,2,0,0,4.41,23.38,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,eeb45694-9f5a-4bb9-ab06-6b9b79d06670,紫电龙骑,True,16,2,2,0,0,2,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f040b65b-6bca-4d22-8209-5db13b34e775,探戈情人,True,16,4,4,0,0,3,1,0,0,2.13,2.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f0be488b-4f4e-4f97-9eb1-8868116d7b93,小海马萨,True,16,5,5,0,0,4,1,0,0,3.69,22.04,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f0c2b81f-e7a2-4001-8b08-d92dea47338f,不来梅绿,True,17,6,4,2,0,2,4,0,0,3.13,19.98,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f13044b1-6e84-4b16-8f06-e695944e0bb7,亚马逊河,True,16,8,8,0,0,3,5,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f239bd15-2cb8-4f6d-9d6f-5adea01696ff,圣徒南安普,True,17,1,0,1,0,0,1,0,0,0.07,1.2,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f37aae86-41db-49a2-be9f-d239ed67a9d7,玛瑙石红,True,16,4,4,0,0,2,2,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f3ec8fde-fe3c-43c9-aec6-6084ea0ce620,汽油骑士,True,17,3,3,0,0,3,0,0,0,1.11,1.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,f5fab24c-152b-4150-ae51-5faa82e9aff4,白百合热,True,16,5,4,0,1,1,4,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fb87ae66-a9df-487c-ab8a-5840eeac1d07,雷霆万钧,True,16,1,0,1,0,0,1,0,0,4.22,6.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fc06cf91-c305-493c-84ba-bd93802991fc,热带雨林,True,17,1,1,0,0,1,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fd2d0447-d660-47dd-a0dc-12f7ebfc2e65,银河战舰,True,16,4,4,0,0,4,0,0,0,4.12,4.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fd2f2ffd-b02d-4117-b2aa-f0c1c9b83553,森林之语,True,16,3,3,0,0,3,0,0,0,1.24,2.4,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fdb06b8f-684f-4761-b62e-22e64c5971b5,波斯猫王,True,16,2,2,0,0,2,0,0,0,3.83,4.5,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fde969e3-86ac-462d-bbc1-963eab38b504,沙漠之狐,True,17,4,4,0,0,3,1,0,0,0.35,1.2,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,fe128fb9-67f0-4d49-80e5-bb6292a71be2,铁翼飞鹰,True,17,0,0,0,0,0,0,0,0,0.0,0.0,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,ff2dd69b-ac4c-4ce3-af23-521daf536eed,斑马军团,True,16,6,6,0,0,5,1,0,0,3.25,4.8,0,0
2,2b6b23bb-e7cd-46fd-b899-a0a9e3a96237,ff55cef1-9862-4d72-9ba4-3d241938741b,巴格达城,True,17,5,4,1,0,1,4,0,0,0.73,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,00983e2e-e8bd-47be-a022-5774b994caa7,蓝黑战士,True,17,4,3,1,0,2,2,1,0,3.29,4.8,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,0192de1b-b1f4-4f4b-af0f-934452bda0d1,武当太极,True,17,5,4,1,0,4,1,1,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,02674860-147a-44e2-843a-da5f0e9f81bc,蓝宝石海,True,17,3,3,0,0,3,0,0,0,5.02,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,03832f41-a31c-4d42-a687-158df7a831d7,魔毯飞行,True,17,5,4,1,0,1,4,0,0,2.23,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,090b2c3b-fb42-4eaa-a978-2463ed4dc234,玄武镇海,True,16,3,3,0,0,1,2,0,0,2.11,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,0a5b6a82-d483-486a-9d11-592a154fbf0c,绿洲驼队,True,17,3,3,0,0,3,0,0,0,4.09,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,0fc36386-3ee4-4343-9c56-3b6ccc661da3,猎豹闪电,True,17,2,2,0,0,2,0,0,0,2.48,4.01,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1135d594-4576-4c49-8126-ef5d77f4c9de,烈焰狂狮,True,16,4,3,1,0,3,1,0,0,3.11,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,11bbc8df-418e-40ea-a638-3ee287139ed6,雪豹冰山,True,17,4,3,1,0,2,2,0,0,0.21,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,121a8ce8-a60e-4dbc-8943-f888ae0138df,波斯勇士,True,16,4,4,0,0,2,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,12b9b35d-129c-462a-b966-ec1e353e0928,苍鹰搏兔,True,16,4,3,1,0,0,4,0,0,2.33,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,13ff2225-f620-4205-8acb-fc3b5053862a,非洲犀牛,True,17,2,2,0,0,2,0,0,0,3.17,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,163b7787-c249-4bfa-8242-a0f2b860d2cf,大地之力,True,16,2,2,0,0,1,1,0,0,5.69,8.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1737da78-c242-462b-8962-3694873576be,雄鹰法兰,True,17,7,5,2,0,3,4,0,0,3.15,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,18090434-c547-4e31-bc35-c7efb038c31d,宇宙巴萨,True,16,3,3,0,0,2,1,0,0,1.38,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1950e07c-a077-441f-b406-16b12daa45c7,西班牙人,True,17,1,0,1,0,0,1,0,0,2.96,4.8,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,19d4e548-1c7f-4706-a0df-f0446a99c617,金豹捕猎,True,17,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1a3f033a-4e73-46cb-8f58-d20c32e04fd2,西域雪狼,True,17,3,2,1,0,2,1,0,0,1.71,26.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1c91e42f-e538-4301-89c5-50c7324055dc,高乔骑士,True,17,3,2,1,0,1,2,0,0,0.15,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1e00f974-ec58-4b4c-be20-faf412d9027e,汉诺威红,True,16,7,7,0,0,4,3,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1f522e60-e720-4a28-a30d-1352879957b4,弯月之星,True,17,3,3,0,0,3,0,0,0,1.48,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,1fc0382f-e8e4-4817-8a9b-86acd3f47e81,冰狼踏雪,True,16,3,2,1,0,2,1,0,0,1.43,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,20979679-9c36-4bfc-8639-cd644706a4f1,皇家社会,True,17,7,6,1,0,4,3,1,0,3.19,7.25,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2125a9ec-76c0-4c3f-90e8-039afd4c2e5e,山楂球西布,True,17,0,0,0,0,0,0,0,0,2.48,6.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,225a9ffb-e671-4019-93cc-cbc6572216de,草原猎鹰,True,16,0,0,0,0,0,0,0,0,0.15,1.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,23d24ae7-74bc-4ad2-9b70-0df8e9f10c5d,威尼斯假,True,17,3,3,0,0,3,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,242e04d1-fbaf-4773-9832-f963bb36cdbf,贝都因骑,True,16,7,7,0,0,7,0,0,0,1.12,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2465461a-8563-46cd-873a-baaa6a467841,大流士王,True,16,2,2,0,0,2,0,0,0,4.29,13.53,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,246f43f2-0e83-4eb6-8f73-abd9beda391d,蓝月亮城,True,17,5,5,0,0,3,2,0,0,2.14,13.96,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,249c854a-a6cf-4ef6-b379-4253c33a08f4,非洲猎豹,True,17,6,6,0,0,0,6,0,0,1.24,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,24ee4c01-522f-45bb-b7b2-f6a47a1598d3,罗马狼王,True,17,3,3,0,0,1,2,0,0,1.2,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2678b819-3da4-4304-a4fc-0973fd2f630e,塞伦盖蒂,True,17,4,3,0,1,3,1,0,0,4.68,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,274fc978-b187-40f1-ab2e-8de5ba54d181,天然气王,True,16,1,1,0,0,1,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,27550134-d903-4055-ab54-4af1341d4314,撒哈拉驼,True,16,3,2,1,0,2,1,0,0,1.27,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,278885b1-f652-4775-92de-8dcd14d9bc93,图阿雷格,True,16,7,6,1,0,4,3,0,0,0.42,6.68,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,27a76999-b51f-4c41-b3d6-da7989a5c411,黑虎掏心,True,17,3,3,0,0,3,0,0,0,1.48,2.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,296adf8c-b827-4c9d-8bb5-41e1f387f372,水豚憨态,True,16,2,2,0,0,2,0,0,0,1.35,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2aab03b8-1a68-409b-b46b-324058dca0c6,科隆山羊,True,17,6,6,0,0,3,3,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2b6cd430-daf3-4110-b52c-78be813d14e5,刚果王国,True,17,3,2,0,1,2,1,0,0,0.05,0.91,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2d385586-589a-4f5c-8534-6ff244cf310c,阿拉伯夜,True,17,5,5,0,0,4,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2e48ed42-88f4-4899-9cf5-ecad75931d4a,北方苍狼,True,16,1,1,0,0,1,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2e94468c-2436-4f60-80d5-78d7147a1bb6,石化巨人,True,16,4,4,0,0,4,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2f61c6ea-7c93-4f2f-807a-9c17b26fd688,长颈鹿颈,True,16,5,5,0,0,2,3,0,0,0.74,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,2fa52165-4377-45e5-8d06-9e18100f6c99,北海苍龙,True,17,6,6,0,0,4,2,0,0,2.53,4.52,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,317e8d83-dc2d-4179-8a43-55ef610cd565,沙滩足球,True,16,2,1,0,1,0,2,0,0,2.93,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,33e39c40-1488-4a7e-8145-00280a237aed,花车巡游,True,16,6,6,0,0,4,2,0,0,0.19,2.98,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3616958e-ca58-4b30-91ed-d810a9409d5b,大津巴布,True,16,2,2,0,0,0,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,37af924e-79a8-4895-8c85-c8c3a43d0ce0,马赛马拉,True,16,3,3,0,0,2,1,0,0,2.06,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,37d0221b-b783-41ef-ba45-4afbadfcca2e,黑金帝国,True,17,4,4,0,0,4,0,0,0,0.17,2.88,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,37e823df-a354-48ba-9cb9-a5f2aa80b09e,单峰快驼,True,17,3,2,1,0,0,3,0,0,2.21,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3850a89f-9b56-43e4-886c-b239f5a141b1,喜鹊纽卡,True,17,1,1,0,0,0,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3af34a43-f7c8-4a10-833e-b929ef808f8f,黄色潜水艇,True,17,3,2,1,0,1,2,0,0,2.91,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3b81880a-c267-41f8-842f-be557a392611,累西腓鼓,True,16,5,5,0,0,4,1,0,0,2.25,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3c35e50c-47f9-4e79-bdf1-a0368ab99700,骆驼骑士,True,17,0,0,0,0,0,0,0,0,0.8,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3cf98f89-d3ee-4eb1-add3-d165adc163da,树懒慢动,True,16,2,1,1,0,0,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3d74852b-cef9-4536-90d3-ab20c3f1d39a,青金石蓝,True,17,2,2,0,0,2,0,0,0,3.42,7.18,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3d7c7ccd-3c62-49de-af2b-51d1b186ca84,西域猛虎,True,17,4,4,0,0,2,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3e90263d-9aa2-495f-9391-402267f48e45,水手桑普,True,17,6,6,0,0,5,1,0,0,5.35,26.65,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,3f143543-33be-40b5-9675-d1e965a811eb,东方雄狮,True,16,2,1,1,0,1,1,0,0,0.68,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4158ea87-e495-4b6a-a108-54d8bfaaa5e3,野马奔腾,True,16,2,1,1,0,0,2,0,0,0.69,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,417aede9-0129-47b2-937c-94eb89a7d0d8,管道巨头,True,16,6,4,1,1,1,5,0,0,4.44,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,438bcce8-4e5c-401e-b640-9593bfb14368,咖啡起源,True,17,3,3,0,0,3,0,0,0,0.26,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,45ade8e1-b205-4af3-86af-8250a7841af4,麦加朝圣,True,17,6,5,1,0,5,1,0,0,2.3,5.07,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,45bfbd60-df67-43c9-9d4a-b721c3b9ded4,Medina之光,True,17,6,5,1,0,3,3,1,0,0.07,1.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,45e56362-3964-4c3e-8f54-f651ae5c735a,水晶石透,True,17,1,1,0,0,0,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,461cbc97-34f7-4cc7-98c0-f5057949a243,五人制王,True,17,2,2,0,0,2,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4a8567a0-344b-4573-a764-34d83833628f,雪虎踏山,True,17,6,5,1,0,2,4,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4a946e10-f770-42df-a073-e0ff24ad6c3f,烈焰红唇,True,17,2,2,0,0,0,2,0,0,1.18,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4a9502a1-912e-4f71-b915-f14f10dc76a2,安第斯山,True,17,2,2,0,0,1,1,0,0,2.05,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4bf730ae-744d-4cf9-bfed-069e72cb7222,中原飞虎,True,16,5,4,1,0,1,4,0,0,2.49,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4cdd75e5-7d1a-4faa-ba6e-b467d791430a,快乐足球,True,16,6,5,1,0,1,5,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4d69f07c-49fa-4fc4-871e-38f57ee93c13,美丽游戏,True,16,4,3,1,0,3,1,1,0,2.85,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4d8043ee-95c3-43c9-9652-ff2812f0b778,紫气东来,True,17,4,4,0,0,1,3,0,0,0.62,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4e73d656-18e4-47b7-839f-d07b94c13336,莫莫之王,True,16,3,3,0,0,0,3,0,0,1.14,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4eb8d514-91aa-49bb-a361-7b52f7960471,奥格斯堡,True,17,5,5,0,0,3,2,0,0,0.16,2.7,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,4f4050d5-a81e-4f2c-9fe4-3b691e3a8bb3,床单军团,True,17,5,5,0,0,4,1,0,0,3.83,18.47,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,52ac1303-aa48-47c0-abfc-e1565cd83a2c,小辣椒莱,True,16,7,5,1,1,1,6,0,0,0.68,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,546f1283-41ba-44fc-8ae4-c2f349eab730,铁甲战狮,True,16,3,2,1,0,1,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,55d3b2ad-6730-4fdb-9a5e-3fa20c0ee991,布宜诺斯,True,17,2,1,0,1,1,1,0,0,2.02,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5607bb46-3924-4699-a221-28b6e75fb2ee,智利红酒,True,17,4,4,0,0,2,2,0,0,0.07,1.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,56110445-240a-45bb-8e2f-1dee3d3e7825,金鹰破晓,True,16,3,3,0,0,2,1,0,0,2.09,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,564a5213-4a71-4545-bd52-b2958bcdcb5c,苍穹雄鹰,True,17,4,4,0,0,3,1,1,0,2.13,3.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,56a4d6dd-79ee-4536-bf12-9873eff15482,寒冰领域,True,17,3,2,0,1,1,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,576a1500-e80b-488e-84a4-4d30d5c9f8e2,萨尔瓦多,True,16,5,5,0,0,4,1,0,0,1.33,1.5,0,0
