season_number,season_id,team_id,team_name,is_ai,roster_count,injuries_created,injuries_minor,injuries_medium,injuries_major,training_injuries,match_injuries,active_injuries,active_medium_major_injuries,avg_max_body_wear,max_body_wear,players_body_wear_over_70,players_body_wear_over_90
3,cb06dd19-381c-4513-8a9b-17b6e349adde,58c7685d-d70a-4db2-ba81-82ec60565630,流水无痕,True,16,2,2,0,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,595645b3-210a-45b7-9719-8194d843afcc,桑巴学校,True,17,3,3,0,0,2,1,0,0,1.18,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,59ddcaef-f19f-464e-b647-87378c8e0340,炼油大师,True,16,9,7,1,1,4,5,0,0,0.47,7.52,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5d26cab3-5840-4ddc-911e-96966cd04aed,幽冥鬼狼,True,16,6,4,2,0,2,4,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5d916859-a4e4-4f4e-b5f5-183e781c1b9f,云豹穿林,True,17,6,5,1,0,4,2,0,0,1.85,9.85,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5dbc0c0c-5cae-47c9-b6cb-c56edc170a86,南海蛟龙,True,17,6,5,1,0,1,5,0,0,2.46,6.66,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5e79a306-a1b5-4379-a96b-59bc3b243b7f,桑巴舞者,True,17,6,4,2,0,2,4,0,0,1.29,2.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,5edb33b0-4b3b-48b7-bddd-2f6b9065fd7b,金字塔尖,True,16,4,3,0,1,2,2,0,0,0.68,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6060f7cb-6bbf-4c2f-b3fc-230422f4ac95,清真美食,True,17,6,6,0,0,1,5,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,60a04a4b-6df1-4e32-a7bc-68776a385a86,设拉子酒,True,16,3,3,0,0,3,0,0,0,1.0,4.54,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,61ab2691-a159-4e1a-a1d7-4a16c903ab94,沙漠玫瑰,True,17,6,6,0,0,5,1,0,0,1.86,12.44,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,620ab27f-f4c9-484d-ad85-b88180b2bf58,马里帝国,True,16,5,2,3,0,1,4,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,623c06a9-a30a-4bd4-8e29-48f10df92c69,那不勒斯,True,17,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6389f794-4ebc-4cd5-a507-216bfbad5745,马丘比丘,True,17,1,1,0,0,0,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6493de21-509e-4109-afcf-ce60120ae37d,里约狂欢,True,17,3,3,0,0,2,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,676a5416-929a-4ae2-aaea-2adafe7e7f70,丝路驼铃,True,17,2,1,1,0,0,2,0,0,3.21,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,68694a58-7731-42d2-8dcf-c6f25948a2af,马穆鲁克,True,17,7,6,1,0,4,3,0,0,1.66,18.24,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,68bf5a52-1c38-4b6c-b3e4-4ab1b7c50cfe,东北虎啸,True,17,4,4,0,0,2,2,0,0,3.94,17.25,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6907c429-2dbb-4fbc-9055-1164a7af9ffa,银龙出海,True,17,11,10,1,0,5,6,1,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,694d2373-8e8d-498c-a51f-90db06f1ff51,蓝衣军团,True,16,2,1,1,0,1,1,0,0,1.97,13.29,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6a5387c1-7798-4d0b-aef5-87865e2df24f,伊斯法罕,True,16,4,4,0,0,3,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6b4393e6-c532-409b-be86-40c3930ee94b,红宝石矿,True,17,5,5,0,0,4,1,0,0,1.37,11.68,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6cce5283-6611-4cb8-8b9d-a747fb9a7b5d,华南虎威,True,16,4,4,0,0,4,0,0,0,0.43,6.84,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6e4c18ef-22ee-42dc-996a-5d28e2e51aed,大马士革,True,16,0,0,0,0,0,0,0,0,1.14,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,6faf8572-3a96-4145-b8f5-3b8304fc486f,白虎啸天,True,17,2,2,0,0,2,0,0,0,1.18,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,71c88dd9-84d5-4415-8a2e-0393e0a55b8d,铁锤帮西汉,True,17,7,7,0,0,7,0,0,0,3.31,21.14,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,727ee9ce-e0e3-48c4-95a3-c8c8e3976150,金刚鹦鹉,True,16,1,1,0,0,1,0,0,0,2.09,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7362d4e1-093b-469d-b35c-3b9df1e7f633,斗牛士团,True,17,3,3,0,0,2,1,0,0,0.71,12.07,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,73ad676d-fae2-4a8a-b69d-06d881cb694c,撒哈拉南,True,17,2,2,0,0,2,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,76ea894a-a987-4cc7-84b6-efbaa896d142,维多利亚,True,17,3,3,0,0,2,1,1,0,2.06,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,77c184eb-17cd-4a60-b1ef-d2d25d067708,绿松石绿,True,17,3,2,1,0,2,1,0,0,3.88,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7987e549-b84a-4aa9-9c81-9eb88cd8e9ab,萨拉丁军,True,17,2,2,0,0,1,1,0,0,1.08,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,79ff5611-2f63-4a90-9948-420586063a5f,白虹贯日,True,17,7,6,1,0,6,1,0,0,1.69,15.48,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7afb3a3e-6663-4edc-b70c-e13ed8981547,金虎啸月,True,17,2,1,1,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7b0ab1d7-80c9-4fc1-a7d0-99de970e3d88,星月传奇,True,17,1,1,0,0,1,0,0,0,2.21,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7d71e69b-29f1-4c7d-8de4-bc6a2dccf449,朱雀焚霞,True,17,3,1,1,1,1,2,0,0,2.28,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7dc1a3a9-470b-4a15-af2b-fed9f7ca88a6,十字军东,True,17,4,3,1,0,1,3,0,0,0.35,5.91,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7dc3c021-193d-416e-bc57-45e6d3ed8e01,非洲雄狮,True,17,3,3,0,0,1,2,0,0,0.69,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,7fb53f55-06b4-4131-a874-be848d281649,峨眉女侠,True,16,5,3,2,0,1,4,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,80130085-d12e-47ab-81f1-c0b8fa674a06,街球之王,True,17,3,2,1,0,1,2,0,0,2.23,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8346aebc-cac4-49bf-a1e2-6fdf6fdc9a60,飓风之眼,True,17,2,1,0,1,0,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,84567e7d-096b-4367-b958-4abdbaecad31,乞力马扎,True,17,7,6,1,0,5,2,0,0,5.0,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,86036b21-4fa9-47dc-a2fd-9728e0e18feb,红黑恶魔,True,17,6,5,1,0,4,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8698b7c7-8ee5-457a-beff-b198b61d6c98,南部之星,True,17,3,3,0,0,2,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8705046a-c699-4ed3-a2a3-bbb9e40e06b3,双峰巨驼,True,16,4,4,0,0,4,0,0,0,2.12,15.28,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8900177a-c5ca-40ad-bc40-e240fd6f2d9e,巨象踏天,True,16,2,2,0,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,89bd5a4e-fd08-4203-b76e-a76e5e40e750,驼峰运输,True,17,3,3,0,0,3,0,0,0,2.88,16.39,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8be9eaf8-038f-4155-ab53-13acbff4a34e,凤凰涅槃,True,16,0,0,0,0,0,0,0,0,2.23,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8c09e83c-4838-4d81-ac1d-2fc8970b5996,华山剑客,True,16,4,4,0,0,3,1,0,0,1.17,18.78,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8c4bd183-3537-499a-a857-36da5ee3fcb8,天方夜谭,True,16,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,8d55034d-d964-4216-a678-6b492b254d3a,金狼逐日,True,16,2,2,0,0,2,0,1,0,0.83,13.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,90127a81-e457-4c9d-9981-9a1d54ee9dc9,石油大亨,True,17,10,10,0,0,6,4,0,0,4.34,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,902585f2-0a29-457b-a8a7-6231e080c089,辛巴达航,True,16,4,2,1,1,2,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9192b63a-62eb-41f8-8294-4e8ed7b21cc4,银狼啸天,True,17,2,2,0,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,93d4a341-f696-4847-9963-39f49030f4c9,太妃糖埃弗,True,17,1,1,0,0,1,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,93f33371-f5bd-4f80-8652-b48419599822,雪山神鹰,True,17,5,4,1,0,3,2,0,0,1.25,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,95d02f9a-0c37-49b7-9a61-518ac5f7ef2c,复活节岛,True,16,8,7,0,1,5,3,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,95e4042e-52de-4df6-b5c9-7bc15fe0e2c6,库尔德勇,True,17,6,5,0,1,4,2,1,1,1.38,8.14,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,97bd3ccc-820c-47fd-8ff0-1acbd2dd5b90,水蟒巨蛇,True,17,4,2,1,1,2,2,0,0,4.75,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,985d0af0-92b6-4101-a859-b4b3ade0c9c4,少林武僧,True,17,0,0,0,0,0,0,0,0,4.13,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,98d30838-3492-4b0c-8322-4314995bd393,一千零一夜,True,17,3,3,0,0,3,0,0,0,3.02,4.8,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,99300516-f774-4dff-8748-c4f8fa826f46,阿根廷梦,True,16,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,998ee0cd-7f64-4845-9225-151320635338,赫塔菲蓝,True,17,5,3,0,2,2,3,1,1,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,99b60819-3bb0-4ea6-a313-e0e25f54fe6b,沙漠商队,True,16,4,3,0,1,2,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9a5d0d3c-b55b-4916-a8b2-f1259690c986,祖鲁战士,True,16,3,3,0,0,3,0,0,0,5.63,20.99,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9b967cfb-d53b-40d1-bafa-aa907b8d0163,凯门鳄凶,True,17,3,1,1,1,0,3,0,0,3.17,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9bbd18bf-ab3c-443c-9ff6-e552d4f5fef6,蓝军切尔西,True,16,2,2,0,0,2,0,0,0,0.29,4.68,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9c415d32-dffa-4665-a9dd-71efc490b763,清真寺塔,True,16,6,6,0,0,4,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9cd1ad3c-d8fb-4218-a634-2488d4756d21,尼罗河神,True,16,4,4,0,0,2,2,0,0,1.97,3.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9d7bbfa0-9c00-41c4-a6a5-846ae2fdfac4,阿拉伯舞,True,17,5,4,0,1,3,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9d8b1cbe-4b94-4e17-9c47-a4a902b851d7,非洲大象,True,16,5,5,0,0,3,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,9df8fe36-708a-48f0-907f-d29e4b838083,足球精灵,True,17,6,6,0,0,5,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a0a40c58-92e7-4ee8-a1bd-d2ea7bfe8908,薛西斯军,True,17,4,3,1,0,3,1,1,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a0c9921b-5fca-46a9-9356-3fc9360e0253,祖母绿光,True,17,7,6,1,0,1,6,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a2332c17-c381-4780-b589-94c4f12f1991,克鲁格园,True,17,4,4,0,0,2,2,0,0,3.02,4.8,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a28c9ba2-440b-487e-bbf2-ccc2d2cfb323,飞驴切沃,True,16,4,3,1,0,2,2,0,0,3.39,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a4bd10dd-8eb2-4436-af34-ca71729a7606,美因茨红,True,16,2,2,0,0,2,0,0,0,0.68,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a4c7a0b3-a574-48a6-8f5b-e87bf47b17bd,药厂勒沃,True,17,3,2,1,0,0,3,0,0,2.72,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a513e312-2947-41ac-8191-76c13178ef90,沙漠孤鹰,True,16,3,3,0,0,3,0,0,0,0.1,1.54,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a5671302-f5d6-497a-ae3f-c39c2f4eead3,日耳曼战,True,17,3,2,0,1,1,2,0,0,1.67,15.68,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a729c9b9-d105-471a-bb71-ffd3bf626fbf,麒麟踏云,True,17,1,1,0,0,1,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a77b1305-eb69-4e84-a3b0-a68c1ed073e5,红魔曼联,True,17,3,2,0,1,1,2,0,0,2.39,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a7997283-358e-4c86-bb5c-1bbe865b736a,农场主富勒,True,16,1,1,0,0,0,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a8b4d912-316d-4247-a375-5237b6dd9517,青龙偃月,True,17,4,4,0,0,1,3,0,0,2.93,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a8daeebf-77a6-467b-af74-82520b31d1df,食蚁兽长,True,16,2,2,0,0,2,0,0,0,1.35,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a8f5236d-ed25-4d79-9fbc-2a6e237590f4,阿里巴巴,True,16,2,2,0,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a9abf299-7238-49ce-9147-f3a64cc2ce1b,公牛都灵,True,16,3,2,1,0,1,2,0,0,2.49,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a9b5b0e7-7b38-4883-8a10-f08b6e204fd0,狼堡沃尔夫,True,17,5,4,1,0,4,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,a9e2ee7c-196e-406b-8a61-7a12de641391,猫眼石闪,True,17,1,0,1,0,0,1,0,0,1.11,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,aac28b58-decc-4ebb-b817-1a1b4b7ed73a,阿拉维斯,True,17,3,2,1,0,1,2,0,0,2.24,8.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,aadbd3a9-b5b8-40b3-bc10-fa7795c32060,蜜蜂布伦特,True,17,3,1,2,0,1,2,0,0,0.61,10.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,ad25703e-0053-415e-8523-0d2730ac9365,狼队伍尔弗,True,17,3,3,0,0,0,3,0,0,2.91,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,ad44aa92-5680-4336-b85b-25d37bcc796f,大黄蜂多,True,16,1,1,0,0,1,0,0,0,1.37,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,ae6dc05a-edf4-460a-8f15-00a7210e38db,老鹰水晶宫,True,16,0,0,0,0,0,0,0,0,1.16,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,ae87bcfc-d77a-4910-8d64-9fc17100da25,角马迁徙,True,16,3,2,1,0,2,1,0,0,0.81,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,af0a19de-6d42-4cff-8708-16eb0a12603c,马略卡岛,True,17,1,1,0,0,1,0,0,0,2.05,3.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b04ea948-66e6-4998-863f-bcbc9927f0c7,食人鱼群,True,17,4,4,0,0,2,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b324d8ce-d613-460e-87db-74ad94d92d35,枪手兵工厂,True,16,3,2,1,0,1,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b4107dca-e269-4f3a-8ab1-a36b3e309113,红军利物浦,True,16,0,0,0,0,0,0,0,0,2.27,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b4921016-e7cb-4a6a-b6b1-be4c5a053f7b,青云直上,True,17,5,5,0,0,5,0,0,0,2.26,3.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b60163ef-97d5-4976-8fed-85ae5dfc5b3f,塞尔塔天,True,17,6,6,0,0,1,5,1,0,2.08,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b6d8396d-19f1-4386-88e0-93a3818eef4a,斑马条纹,True,17,5,4,1,0,3,2,0,0,5.96,6.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b6dd5442-7f02-480a-9abd-e47600d0cfe6,金石为开,True,17,5,5,0,0,3,2,0,0,3.14,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b757ce5d-d52d-4f60-93fe-8f5613340a47,乌拉圭牛,True,16,2,2,0,0,0,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b77ab317-4751-4e3a-aca1-21cad5ef5341,狂熊撼地,True,17,2,2,0,0,0,2,0,0,1.22,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b9010125-c177-46f0-ac56-eda4ec51d4f8,红尘滚滚,True,16,5,5,0,0,5,0,0,0,2.35,19.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,b9155ad9-e3b9-436a-af60-85e08ee184d9,钢铁柏林,True,16,2,1,1,0,1,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,bc4fdf86-d4fc-406e-b527-32b06cd5f360,印加帝国,True,17,4,4,0,0,1,3,0,0,2.46,20.59,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,bca64a9c-5aa4-4b59-a840-dccca22ca4ec,美洲豹王,True,16,2,2,0,0,1,1,0,0,3.33,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,be2cac80-28c9-42b2-b208-fe897bc8bf38,紫电鹰扬,True,16,3,2,1,0,2,1,0,0,1.37,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,bff686b7-f43b-4ee6-ab47-65f08e42f3e7,闪电杰尼,False,14,6,6,0,0,3,3,0,0,0.53,7.38,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c2e849d6-e49c-42a2-aded-da25324efa95,潘帕斯草,True,16,2,1,1,0,0,2,0,0,2.75,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c3a306c8-0370-4557-b17a-8cdc9b246873,金毛狮王,True,16,2,1,1,0,1,1,0,0,2.67,9.07,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c567348e-56d2-41b5-b3bf-f12c1877cf25,绿茵魔术师,True,16,3,3,0,0,2,1,0,0,4.51,24.96,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c5695aa8-498f-413e-b73b-3d10e4c4ffff,蝙蝠军团,True,17,7,7,0,0,5,2,0,0,2.19,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c866a5c5-bf7f-4657-927d-b32818896bd3,马赛勇士,True,17,3,2,1,0,0,3,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c8c72df5-e356-4b13-8e8f-ec88b7674dd2,紫百合佛,True,16,1,1,0,0,1,0,0,0,4.61,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c9103d51-f0d0-4508-bbbc-cd0e215b80cb,三狮军团,True,16,7,7,0,0,7,0,0,0,1.41,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c94a55b6-39c8-4129-81c7-f3b325e407be,沙漠之舟,True,16,1,1,0,0,0,1,0,0,4.48,7.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,c9dd425d-59a1-4fa5-83c9-4b7ce2f7f429,巴塔哥尼,True,16,3,3,0,0,0,3,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,cce953b5-24b2-4111-b169-c7ee24250baa,塞维利业,True,17,3,3,0,0,3,0,1,0,0.07,1.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,ced36a6a-ff76-4d6e-b530-155bef975c6f,纳斯卡线,True,17,0,0,0,0,0,0,0,0,4.69,5.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,cf38b978-2024-45a7-8f20-99dfe99fa0b8,格拉纳达,True,17,3,3,0,0,3,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,cfbaab7e-1b94-4a03-b11d-ffe126ca94ae,刚果雨林,True,17,5,4,1,0,4,1,0,0,0.2,3.32,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d05a7cac-77cc-4fa9-8eba-d3db36881a4f,矿工沙尔,True,16,2,1,1,0,1,1,0,0,2.15,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d1528662-c97b-4af7-ab2f-e98b795cdda4,斯图加特,True,17,7,7,0,0,3,4,0,0,0.73,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d1c0d939-c777-4a8e-b87d-ede88c6e6abe,火狼焚原,True,16,1,1,0,0,1,0,0,0,1.24,2.4,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d20dd201-3871-43d1-afee-f407f87659b4,居鲁士帝,True,16,2,2,0,0,2,0,0,0,0.07,1.2,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d3286bd6-52f2-4571-afb5-cd2c361ab8ab,阿拉丁灯,True,16,3,3,0,0,2,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d3b66902-aa7c-408c-a3a8-2343ebc9cbe0,犀牛冲撞,True,17,9,7,2,0,6,3,0,0,0.71,1.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d4b06680-c802-4b4f-8fd1-33bea289ade2,西海金龙,True,17,3,3,0,0,2,1,0,0,4.13,4.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d69d7488-960a-4778-a79c-a0330172ef4a,绿白贝蒂,True,17,0,0,0,0,0,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d871b731-c80d-4872-b5b2-59a8a7b126ee,圣保罗彩,True,17,4,4,0,0,2,2,1,0,3.45,8.93,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,d89a5197-5cc5-4e06-971e-c198e16e5d18,桑布露族,True,16,7,6,0,1,5,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,da33e4ad-66d5-433e-93ba-366a9c2daf3f,非洲野牛,True,17,4,4,0,0,3,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,da7e1fb6-644f-4f12-ac90-d8a9cf2d9645,真蓝黑亚,True,16,5,3,2,0,1,4,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,de554813-103d-4ab7-a7b0-030d80a26303,阿拉伯军,True,17,2,2,0,0,2,0,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,de838a52-9057-4623-a707-fd29fd23e02c,霍村霍芬,True,16,4,4,0,0,2,2,0,0,2.23,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,df0c3811-9f00-451e-bd0a-4d22f839f910,红狼罗马,True,17,5,4,1,0,0,5,0,0,1.29,1.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,df0cf5b2-3259-4822-b945-261c54e430ba,红牛莱比,True,17,2,2,0,0,1,1,0,0,2.05,2.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,df29d5d7-141c-470c-b226-c2c18994aa4b,蓝鹰拉齐,True,17,6,6,0,0,5,1,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,e0c9eea6-67ef-4e89-adff-55007cad963b,撒丁岛卡,True,16,3,3,0,0,0,3,0,0,1.85,3.6,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,e1027b61-123f-401b-b628-e0b3a79eaea6,阿散蒂金,True,16,5,5,0,0,4,1,0,0,0.74,11.86,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,e1c28409-400e-4cae-b1a2-bf81ab44ac90,拉普拉塔,True,16,2,2,0,0,0,2,0,0,0.0,0.0,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,e1ee3921-d9a9-48ce-a389-3fa4d0dcbf50,草原战狼,True,17,3,2,0,1,2,1,1,0,2.98,3.5,0,0
3,cb06dd19-381c-4513-8a9b-17b6e349adde,e5e69a4d-63f0-4e62-addb-b51923c6289b,巴斯克雄,True,17,2,2,0,0,2,0,0,0,3.86,4.5,0,0
