season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,401342f0-c394-4c39-a137-a6ca18f3f59b,西域雪狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,8,13,14,3,4,7,23,29,-6,15,68.27,76.5,85,4,0,0,0,0,0,2250000.0,1496441.0,66.51,8806523.29,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,404a75f0-a644-464b-b83c-456ebf6d2c33,Medina之光,True,a214dae7-f210-4978-a373-8769b832bee7,3,6,17,14,5,2,7,18,30,-12,14,66.29,71.88,85,6,0,0,0,0,0,2250000.0,1103860.0,49.06,9308662.54,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,408f6ba6-09fe-4598-87f1-c1f3ac3d8e98,单峰快驼,True,a14c4617-240a-46a6-990f-37f821870474,3,6,16,14,5,1,8,19,28,-9,14,64.07,68.88,74,6,0,0,0,0,0,2250000.0,843555.0,37.49,9692636.85,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,41501a6a-5951-4b09-a411-c409b9319f7d,美洲豹王,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,8,10,14,2,4,8,11,25,-14,15,62.0,70.88,77,2,0,0,0,0,0,1600000.0,874861.0,54.68,6088532.13,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,42fbdc5a-8c40-4bde-9235-322d4558de50,蓝月亮城,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,1,33,14,10,3,1,46,25,21,15,82.53,86.62,93,5,0,0,0,0,0,4200000.0,2973370.0,70.79,14447724.02,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,43fabbee-b584-4985-9119-627445998a83,居鲁士帝,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,6,15,14,4,3,7,20,29,-9,15,59.47,67.25,79,4,0,0,0,0,0,1600000.0,768552.0,48.03,6193790.39,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4610e88a-e065-4c39-a833-c971e47191a1,五人制王,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,4,24,14,7,3,4,35,31,4,15,76.2,84.25,91,5,0,0,0,0,0,4200000.0,2351939.0,56.0,14892768.05,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,47de49d5-fdca-4d81-b80e-b55a79bd3ced,黑虎掏心,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,8,10,14,3,1,10,12,33,-21,15,68.8,75.88,89,4,0,0,0,0,0,3100000.0,1212814.0,39.12,12857656.33,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4812c221-b983-4262-8849-407bd855fee7,汉诺威红,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,7,19,14,5,4,5,17,21,-4,15,60.87,67.88,78,5,0,0,0,0,0,1600000.0,812763.0,50.8,6118988.97,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4827bcfa-ad0c-4570-a1bb-e73e4531857d,角马迁徙,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,5,18,14,5,3,6,17,23,-6,14,61.43,66.88,83,5,0,0,0,0,0,1600000.0,830903.0,51.93,6134744.8,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,48831857-1b6a-413e-bda8-5719fd283efc,绿松石绿,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,2,23,14,6,5,3,28,23,5,14,63.93,67.62,80,5,0,0,0,0,0,1600000.0,835446.0,52.22,6142868.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4956aca2-3f90-4766-a4e5-19d273ef1806,汽油骑士,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,8,11,14,2,5,7,26,31,-5,14,66.07,73.38,84,6,0,0,0,0,0,3100000.0,1088656.0,35.12,13019918.7,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,496db78f-db3a-4429-8849-d9230914b4d9,麦加朝圣,True,a214dae7-f210-4978-a373-8769b832bee7,3,8,9,14,1,6,7,19,39,-20,14,63.86,70.88,83,7,0,0,0,0,0,2250000.0,979944.0,43.55,9543938.02,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,49c653c0-8e28-46ca-9ce2-4d84c9ec42ac,玛瑙石红,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,8,15,14,3,6,5,18,25,-7,13,60.85,66.38,73,6,0,0,0,0,0,1600000.0,749473.0,46.84,6142268.67,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4c1ec84b-28ed-4dec-a64f-a657a0f7cb52,能源霸主,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,2,23,14,7,2,5,30,28,2,14,74.93,82.38,92,6,0,0,0,0,0,3100000.0,2016895.0,65.06,11570638.2,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4cfa84d7-a28d-4fa7-b027-e46898055965,北方苍狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,4,19,14,5,4,5,24,25,-1,15,68.93,74.88,88,6,0,0,0,0,0,2250000.0,1414403.0,62.86,8963034.89,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4d472da3-7b92-49fc-906f-9f552ddf60a9,蜜蜂布伦特,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,1,31,14,9,4,1,36,19,17,15,74.53,81.25,91,7,0,0,0,0,0,3100000.0,1947950.0,62.84,11947112.92,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4e3da93e-5b37-4581-85e2-917f1832c0a4,萨拉丁军,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,3,25,14,7,4,3,29,21,8,15,62.33,69.62,82,5,0,0,0,0,0,1600000.0,881894.0,55.12,6051812.38,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4f99cfc0-1d1f-4119-ae38-03748d6dbda6,金虎啸月,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,4,20,14,5,5,4,24,19,5,13,72.31,78.0,90,5,0,0,0,0,0,3100000.0,1678993.0,54.16,12158576.15,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,4fc413c0-dc02-4f5b-a7b0-885cc875a227,圣保罗彩,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,3,3,20,14,6,2,6,28,26,2,15,66.47,73.62,83,6,0,0,0,0,0,2250000.0,1183521.0,52.6,9392230.7,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,502f7b1b-fa02-4b4f-805a-7634322229c7,凤凰涅槃,True,a0107e47-d545-415a-877e-a250b12b72a3,4,2,24,14,7,3,4,30,23,7,14,61.43,66.75,79,6,0,0,0,0,0,1600000.0,858393.0,53.65,6094485.95,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,511869fc-0d4a-4a9d-874f-672bf7b73d7b,西海金龙,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,4,20,14,6,2,6,25,31,-6,13,79.69,84.12,96,6,0,0,0,0,0,4200000.0,2509344.0,59.75,14433876.45,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,52026170-7ab6-4175-828f-f374212fe06f,尼罗河源,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,8,13,14,4,1,9,25,36,-11,14,64.5,69.38,82,4,0,0,0,0,0,1600000.0,1098835.0,68.68,5668598.15,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,52b387be-648a-4fa3-a51e-5c34309c7310,凯门鳄凶,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,5,18,14,5,3,6,20,22,-2,13,58.62,60.88,65,4,0,0,0,0,0,1600000.0,529810.0,33.11,6597503.6,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,53139716-38aa-4fc3-9533-84ac7c0503b4,红魔曼联,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,7,13,14,3,4,7,18,26,-8,15,78.27,84.0,89,6,0,0,0,0,0,4200000.0,2425136.0,57.74,14632118.9,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,532aa483-fbd2-4aaf-a3f8-83e0fee2a797,贝都因骑,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,6,16,14,5,1,8,14,24,-10,15,62.47,67.62,74,6,0,0,0,0,0,1600000.0,829423.0,51.84,6054957.25,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,53f3c6c3-c12d-41d2-a3ad-58b6b94a6dea,维多利亚,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,7,17,14,4,5,5,26,31,-5,15,66.33,72.25,80,4,0,0,0,0,0,1600000.0,1137706.0,71.11,5606523.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,556d3a6a-e537-4d72-873b-01c32bb956b2,布宜诺斯,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,8,16,14,4,4,6,26,27,-1,15,74.8,78.62,85,5,0,0,0,0,0,3100000.0,1897274.0,61.2,11753838.2,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,5579ed94-d42c-43b0-b0cf-6db8a4f10f36,探戈情人,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,3,20,14,6,2,6,31,26,5,15,73.07,79.88,95,5,0,0,0,0,0,3100000.0,1905655.0,61.47,12066792.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,5756d9a0-5fed-40dc-9981-af7fd1b0a0a9,清真寺塔,True,a214dae7-f210-4978-a373-8769b832bee7,3,4,21,14,6,3,5,28,24,4,14,69.0,74.62,78,5,0,0,0,0,0,2250000.0,1405781.0,62.48,9041305.5,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,578d8ca9-f619-4b00-b2e8-81e6079f18dd,食蚁兽长,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,2,23,14,7,2,5,33,19,14,15,64.33,70.12,78,4,0,0,0,0,0,1600000.0,1070291.0,66.89,5818997.14,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,57e9792f-f898-4f1f-bf63-d4122fc0d1a8,武当太极,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,2,27,14,8,3,3,31,17,14,15,66.27,71.75,84,5,0,0,0,0,0,1600000.0,1194072.0,74.63,5521723.9,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,57fe450c-b28d-419d-a0b3-63e5cc902728,矿工沙尔,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,1,23,14,6,5,3,31,22,9,12,63.75,67.25,75,4,0,0,0,0,0,1600000.0,900311.0,56.27,6063879.43,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,58bcbf0c-3e33-411b-a10b-b48ebb72c0fd,波斯勇士,True,a14c4617-240a-46a6-990f-37f821870474,3,7,16,14,5,1,8,18,29,-11,14,65.14,70.12,79,4,0,0,0,0,0,2250000.0,1010521.0,44.91,5846508.25,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,5bf54cba-5b7a-4632-bf59-503ac4f493ab,双峰巨驼,True,a14c4617-240a-46a6-990f-37f821870474,3,8,11,14,2,5,7,19,31,-12,15,66.33,73.62,81,5,0,0,0,0,0,2250000.0,1194238.0,53.08,9175549.3,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,5ed5e12b-ec53-4677-a4b5-8d74e21bb98b,复活节岛,True,698db303-c978-44e4-a85a-c086ddf13168,3,8,10,14,2,4,8,11,23,-12,13,64.77,70.12,81,5,0,0,0,0,0,2250000.0,1063470.0,47.27,9430409.31,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,5f7f8f8e-9ab2-434c-b005-fc3c5893a4ad,小辣椒莱,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,3,23,14,7,2,5,28,23,5,13,62.62,68.62,89,5,0,0,0,0,0,1600000.0,804142.0,50.26,6269252.2,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,60485f7e-4f7c-45e4-b748-faadb1b6bf75,阿拉伯夜,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,7,12,14,3,3,8,22,34,-12,14,73.0,79.25,92,6,0,0,0,0,0,4200000.0,1626133.0,38.72,15932926.58,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,608be585-2b1a-4d51-b0cb-5465c3010436,沙漠之狐,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,1,30,14,9,3,2,48,31,17,15,81.67,87.62,97,7,0,0,0,0,0,4200000.0,3119094.0,74.26,14260854.25,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,61e6e3a1-cfd5-426a-8e11-1ea02f56fd8b,街球之王,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,7,11,14,3,2,9,26,37,-11,13,78.77,83.75,90,5,0,0,0,0,0,4200000.0,2202803.0,52.45,14652216.82,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,624a04b6-7550-4b86-9fd9-b2a25e6bbe7f,流水无痕,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,6,18,14,5,3,6,17,22,-5,14,60.43,65.25,72,3,0,0,0,0,0,1600000.0,676495.0,42.28,6457395.68,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,644b825c-9b2b-4383-b22c-725aa1e9152e,非洲野牛,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,8,15,14,4,3,7,20,22,-2,14,62.36,68.0,77,3,0,0,0,0,0,1600000.0,748570.0,46.79,6247018.41,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,64c011af-bca9-45ee-bf83-f1fb6dc1ca14,雪虎踏山,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,7,12,14,3,3,8,17,30,-13,15,68.0,74.75,84,4,0,0,0,0,0,3100000.0,1292769.0,41.7,12795625.05,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,650c94ec-9237-4067-be84-258d382203ec,少林武僧,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,3,19,14,5,4,5,27,25,2,14,62.86,68.88,81,6,0,0,0,0,0,1600000.0,839361.0,52.46,6138119.5,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,673799c9-ad32-40e2-b497-1fe6ac04f5d1,药厂勒沃,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,8,13,14,4,1,9,22,34,-12,15,61.73,67.0,69,5,0,0,0,0,0,1600000.0,774358.0,48.4,6173853.96,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6793d666-1351-4faf-bc46-e23b72f29f1b,雪豹冰山,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,4,5,18,14,5,3,6,25,25,0,15,62.73,68.0,81,5,0,0,0,0,0,1600000.0,877088.0,54.82,5954838.62,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,67b81d51-8b4d-41fd-ae45-b1fadea3676b,斑马条纹,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,7,17,14,5,2,7,24,31,-7,15,61.53,66.88,73,7,0,0,0,0,0,1600000.0,757166.0,47.32,6176459.53,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,67e432d7-2e54-4ee4-a770-f40e630e6bc8,马赛马拉,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,5,19,14,4,7,3,20,22,-2,15,63.47,69.88,80,5,0,0,0,0,0,1600000.0,967139.0,60.45,5818851.64,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6ae6ba0d-e837-4519-bdd8-9ef6d56e8053,管道巨头,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,1,24,14,6,6,2,37,26,11,14,76.57,82.38,88,6,0,0,0,0,0,3100000.0,2055278.0,66.3,11753563.72,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6b42d32b-f885-4450-b48c-233e1b1a494f,喜鹊纽卡,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,8,7,14,2,1,11,19,42,-23,14,73.0,76.62,80,5,0,0,0,0,0,4200000.0,1427668.0,33.99,16152953.01,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6c0dba72-2837-4453-8f69-63f1d3886e9f,马赛勇士,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,1,30,14,9,3,2,31,12,19,15,61.33,67.75,78,7,0,0,0,0,0,1600000.0,824901.0,51.56,6278914.88,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6d8e0c3f-f699-4dc0-aff2-9fa21ee26e74,纳斯卡线,True,698db303-c978-44e4-a85a-c086ddf13168,3,1,27,14,8,3,3,29,21,8,14,64.79,71.25,77,4,0,0,0,0,0,2250000.0,1026182.0,45.61,9850707.3,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6e247ef0-57b1-4282-90bd-e7ac11d50e3a,火狼焚原,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,2,22,14,6,4,4,28,27,1,15,68.4,74.12,79,4,0,0,0,0,0,2250000.0,1354910.0,60.22,9056041.67,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,6e6bb008-2263-40ed-9a77-e9e836378fda,黑金帝国,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,6,18,14,5,3,6,27,31,-4,15,72.6,78.5,94,4,0,0,0,0,0,3100000.0,1886183.0,60.84,11988323.79,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7012880c-807c-4190-90f7-0e644aad825e,石油大亨,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,5,20,14,5,5,4,25,27,-2,13,73.31,79.88,85,5,0,0,0,0,0,3100000.0,1772778.0,57.19,12062605.37,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,70f67bd4-e206-4287-85f3-c9769b03c861,银龙出海,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,8,10,14,3,1,10,25,37,-12,15,73.33,80.38,92,5,0,0,0,0,0,4200000.0,1835817.0,43.71,15599576.63,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,718f50ad-1cfa-496b-88a9-ac1e32eb7a25,塞维利业,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,4,21,14,6,3,5,27,22,5,13,68.54,74.38,89,6,0,0,0,0,0,2250000.0,1373354.0,61.04,8940951.55,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,71ac4da1-b9e4-40d5-995b-467d0669c7ad,冰狼踏雪,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,3,19,14,5,4,5,23,23,0,14,64.71,69.38,78,5,0,0,0,0,0,2250000.0,904558.0,40.2,9834420.62,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7330de8d-2325-4d92-9e0f-b40c1901fc29,安第斯山,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,7,17,14,5,2,7,22,28,-6,14,69.0,74.62,94,7,0,0,0,0,0,3100000.0,1466285.0,47.3,12466043.18,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,74be8e1c-e27c-4cd1-8aaf-e0182af4a72b,巨象踏天,True,a0107e47-d545-415a-877e-a250b12b72a3,4,7,16,14,5,1,8,23,36,-13,15,62.07,69.38,82,5,0,0,0,0,0,1600000.0,858220.0,53.64,5979867.2,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,74dc07ee-0898-40a0-a0d6-8daee888090b,麒麟踏云,True,a8fde632-9f65-467d-bc44-32641788bb66,3,6,14,14,4,2,8,18,28,-10,15,62.67,70.75,82,7,0,0,0,0,0,2250000.0,986592.0,43.85,5866980.02,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,753fa88c-427d-4800-8add-ac9451df3fe9,天方夜谭,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,4,21,14,6,3,5,24,21,3,15,65.07,69.88,79,7,0,0,0,0,0,1600000.0,974772.0,60.92,5835797.14,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,754dcbe3-7865-4512-8487-d94ec7a83789,阿散蒂金,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,7,15,14,4,3,7,31,36,-5,14,58.86,64.0,70,8,0,0,0,0,0,1600000.0,647748.0,40.48,6438423.32,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,779059e3-52dd-41b9-87e5-c8044b7c1811,薛西斯军,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,4,20,14,6,2,6,23,24,-1,14,61.71,67.62,76,7,0,0,0,0,0,1600000.0,798827.0,49.93,6095897.13,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7792e428-9917-4402-9eec-fe0f7b5a05f2,萨尔瓦多,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,3,8,11,14,3,2,9,24,34,-10,15,66.33,74.12,82,1,0,0,0,0,0,2250000.0,1212729.0,53.9,9224169.48,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,77948078-1021-4d64-8798-5a3e304f3ccf,阿拉丁灯,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,8,9,14,2,3,9,19,33,-14,15,58.2,63.0,66,6,0,0,0,0,0,1600000.0,574947.0,35.93,6527677.55,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,77a08a4b-acdc-4506-9b20-0336d460f726,雪山神鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,3,7,14,14,4,2,8,20,35,-15,15,64.33,70.38,78,3,0,0,0,0,0,2250000.0,994866.0,44.22,9528284.9,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,77c6fe93-150d-4b73-b3d3-cb0be4c5c867,金狼逐日,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,1,28,14,8,4,2,29,16,13,15,68.93,78.75,96,6,0,0,0,0,0,2250000.0,1693692.0,75.28,8650576.95,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,79441db3-4b4b-436b-b258-482eb5263da2,热带雨林,True,698db303-c978-44e4-a85a-c086ddf13168,3,4,21,14,6,3,5,21,19,2,14,69.86,73.12,78,4,0,0,0,0,0,2250000.0,1357067.0,60.31,8920026.97,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7ad15046-be76-4e8a-b62f-260481133ed3,寒冰领域,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,6,16,14,5,1,8,22,25,-3,15,64.47,70.25,84,4,0,0,0,0,0,1600000.0,998071.0,62.38,5846505.09,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7b8f9873-2cf9-440e-9638-4e5498d4d9ae,图西胡图,True,822ee6f8-be94-43c1-8460-850fe5293ff6,4,4,19,14,5,4,5,30,25,5,15,65.33,70.62,79,6,0,0,0,0,0,1600000.0,1014416.0,63.4,5771990.86,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7be612ad-7273-430a-8cbb-9efaccee934a,铁翼飞鹰,True,a8fde632-9f65-467d-bc44-32641788bb66,3,2,29,14,8,5,1,26,16,10,15,66.73,73.62,84,5,0,0,0,0,0,2250000.0,1200658.0,53.36,9360870.76,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,7e1a4614-824a-4ce5-8436-aaee8aaa7ea1,美因茨红,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,5,19,14,5,4,5,20,21,-1,14,62.36,69.12,81,5,0,0,0,0,0,1600000.0,959994.0,60.0,5915665.73,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,80f3ff36-0a44-4d20-958f-ad9eb4159f56,玄武镇海,True,a0107e47-d545-415a-877e-a250b12b72a3,4,6,18,14,5,3,6,27,32,-5,15,60.93,67.75,80,6,0,0,0,0,0,1600000.0,837866.0,52.37,6084681.3,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,830e3531-1a9f-4e2a-adcf-6ad465166617,北海苍龙,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,6,14,14,4,2,8,28,38,-10,14,77.71,82.75,96,6,0,0,0,0,0,4200000.0,2179720.0,51.9,15446877.41,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,841e1477-b251-4fd0-9f25-99ec2c47b283,乌拉圭牛,True,698db303-c978-44e4-a85a-c086ddf13168,3,5,19,14,6,1,7,24,30,-6,14,65.93,72.75,81,4,0,0,0,0,0,2250000.0,1134637.0,50.43,9411507.33,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8480866e-e4ec-48f0-ab82-b52115112311,沙漠商队,True,a14c4617-240a-46a6-990f-37f821870474,3,2,27,14,8,3,3,40,26,14,15,69.53,78.38,93,4,0,0,0,0,0,2250000.0,1703696.0,75.72,8745164.63,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8553c06a-9ed5-48c8-bad0-2a8a14d72fe0,云豹穿林,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,4,2,23,14,7,2,5,34,27,7,14,62.86,68.5,86,4,0,0,0,0,0,1600000.0,986274.0,61.64,5989206.75,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8702cbe5-5e21-42c9-8582-88af9bb6ebac,东方巨龙,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,1,35,14,11,2,1,60,25,35,13,83.31,89.75,96,3,0,0,0,0,0,4200000.0,3223018.0,76.74,13956894.47,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,87b0b70d-b0f6-44a0-bf9b-4659642ca4e0,紫百合佛,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,8,10,14,2,4,8,17,28,-11,14,59.64,66.75,75,6,0,0,0,0,0,1600000.0,693032.0,43.31,6214771.71,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,89364c43-5038-44cc-8d25-5c9654a4d96c,水蟒巨蛇,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,3,23,14,7,2,5,27,20,7,14,61.57,68.75,77,6,0,0,0,0,0,1600000.0,823904.0,51.49,6239892.78,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8a755662-f362-44e9-adf1-03d30362d1d3,幽冥鬼狼,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,5,18,14,5,3,6,28,25,3,14,68.71,74.62,88,4,0,0,0,0,0,2250000.0,1382823.0,61.46,8940533.6,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8bee1147-d70c-4661-ac27-751bee6ae252,库尔德勇,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,4,23,14,6,5,3,28,24,4,14,62.93,67.88,87,5,0,0,0,0,0,1600000.0,936973.0,58.56,6019616.43,A,none
