season_number,season_id,team_id,team_name,is_ai,league_id,league_level,position,points,played,won,drawn,lost,goals_for,goals_against,goal_difference,roster_count,avg_ovr,top8_ovr,max_ovr,contracts_signed,rookie_contracts,academy_signings,rookie_market_signings,free_market_signings,auto_fill_signings,wage_cap,wage_bill,wage_pressure_pct,balance,financial_health,overspend_level
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8c5eb8a4-b906-488b-a572-9372caac7188,咖啡起源,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,6,15,14,5,0,9,21,31,-10,14,59.43,64.38,80,6,0,0,0,0,0,1600000.0,717697.0,44.86,6269765.52,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,8f2abd86-22c1-4fc7-946e-7e8b508f5163,阿拉伯军,True,a214dae7-f210-4978-a373-8769b832bee7,3,7,12,14,3,3,8,16,25,-9,15,62.4,69.75,86,5,0,0,0,0,0,2250000.0,958482.0,42.6,5947853.77,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,930a9201-3b38-4f02-a0d5-86134340c38d,累西腓鼓,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,3,5,19,14,5,4,5,25,24,1,14,68.5,73.88,94,6,0,0,0,0,0,2250000.0,1327142.0,58.98,9201025.38,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,93ff00a3-339b-42ba-af04-9e5d7977938a,红牛莱比,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,6,15,14,4,3,7,16,24,-8,13,64.46,70.5,75,3,0,0,0,0,0,1600000.0,938094.0,58.63,5928401.76,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,94ca1798-7f60-4177-ae15-53d2ee5ce741,撒哈拉南,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,3,21,14,6,3,5,20,22,-2,14,60.5,65.75,71,2,0,0,0,0,0,1600000.0,692991.0,43.31,6356923.17,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,95400555-b9c3-425d-8232-8b86e0a91ca5,撒哈拉驼,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,3,23,14,6,5,3,27,26,1,15,75.53,84.0,93,5,0,0,0,0,0,4200000.0,2375671.0,56.56,15021687.97,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9626f86a-0547-4858-9221-b5f9802e677f,食人鱼群,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,6,12,14,2,6,6,16,23,-7,15,59.8,63.5,69,4,0,0,0,0,0,1600000.0,652788.0,40.8,6461729.4,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,975356c9-9f62-4341-88c9-a4053cfdc83b,骆驼骑士,True,a14c4617-240a-46a6-990f-37f821870474,3,5,16,14,5,1,8,24,25,-1,15,67.8,74.38,83,6,0,0,0,0,0,2250000.0,1297643.0,57.67,9204662.62,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,98068a5b-2c14-4cf1-8fc4-71315d4612bb,丝路驼铃,True,a14c4617-240a-46a6-990f-37f821870474,3,3,23,14,7,2,5,33,23,10,14,69.79,75.0,84,6,0,0,0,0,0,2250000.0,1320514.0,58.69,9069705.39,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,985a0d05-17d7-4738-9803-a27293bee01c,桑巴舞者,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,2,25,14,7,4,3,33,29,4,15,77.0,84.38,97,4,0,0,0,0,0,4200000.0,2346874.0,55.88,15247961.45,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9886ea0a-4057-4d36-b78c-2126261c9a7c,金豹捕猎,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,4,4,20,14,6,2,6,27,26,1,15,61.93,68.5,74,5,0,0,0,0,0,1600000.0,774681.0,48.42,6176797.51,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,98d39bde-fee3-4efe-87ac-46691e943297,银河战舰,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,1,28,14,9,1,4,33,24,9,15,70.67,75.38,85,2,0,0,0,0,0,2250000.0,1496783.0,66.52,9058477.73,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,98d60360-641a-4660-9b8b-b5f71d43fd5e,香料之路,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,2,27,14,8,3,3,23,18,5,14,58.79,64.75,75,4,0,0,0,0,0,1600000.0,651421.0,40.71,6599035.12,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9a1a3711-6fa4-4f3b-af9b-de4a1462fd5f,飞驴切沃,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,5,19,14,5,4,5,28,24,4,15,63.2,68.88,77,4,0,0,0,0,0,1600000.0,900108.0,56.26,6004860.07,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9ad3f058-4fc7-4b60-b359-1471322a5ba5,绿洲明珠,True,ae1face9-61aa-4db8-8abd-3463c41992ac,1,4,21,14,6,3,5,38,37,1,14,77.0,86.75,91,4,0,0,0,0,0,4200000.0,2295939.0,54.67,14891558.06,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9bfa2387-fa4b-4af5-b711-01ab4f6897d1,花车巡游,True,72fb7b0c-5295-4288-b728-03f98b7d97f1,3,7,14,14,4,2,8,21,34,-13,15,64.67,69.62,76,3,0,0,0,0,0,2250000.0,955905.0,42.48,9710494.41,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9c66c481-40ae-438f-bb00-d9193b9b43a9,南海蛟龙,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,2,31,14,10,1,3,38,27,11,14,80.0,87.75,93,4,0,0,0,0,0,4200000.0,2739649.0,65.23,14584816.42,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9c873d8e-fca9-467e-8683-a4ae9db21978,大黄蜂多,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,5,16,14,4,4,6,20,22,-2,13,64.77,72.5,85,5,0,0,0,0,0,1600000.0,1016966.0,63.56,5680420.97,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9d2a4c4a-c612-4cf1-bad2-125b621c8e0d,赤龙焚天,True,4464c52b-5a24-426c-b8f4-ab59a28259ce,1,5,15,14,5,0,9,26,36,-10,15,76.87,87.12,99,6,0,0,0,0,0,4200000.0,2612401.0,62.2,14258976.51,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9d43d8cd-57ef-4dca-8721-ac695acb87bf,圣徒南安普,True,9367e21b-6e3a-4531-8dfb-0af639ae6a0d,2,2,23,14,7,2,5,21,21,0,14,73.14,78.25,87,3,0,0,0,0,0,3100000.0,1696755.0,54.73,12356958.45,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,9ffa92ba-7961-424c-82d3-0cb957ec5ce8,日耳曼战,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,7,14,14,4,2,8,26,31,-5,15,61.27,67.12,78,7,0,0,0,0,0,2250000.0,832183.0,36.99,6256640.77,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a4caae20-4eb1-4398-a208-2e6966f3ae81,飓风之眼,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,4,18,14,4,6,4,17,20,-3,15,60.4,64.0,71,6,0,0,0,0,0,1600000.0,627792.0,39.24,6477185.43,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a66992cb-c66d-4ecd-80c2-2a589d31bc28,蓝鹰拉齐,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,4,21,14,6,3,5,24,23,1,14,62.5,68.62,74,5,0,0,0,0,0,1600000.0,886866.0,55.43,6017192.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a7a0cccb-3297-423e-9a93-a8f112824245,水晶石透,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,5,18,14,5,3,6,26,29,-3,14,62.07,66.38,71,8,0,0,0,0,0,1600000.0,719693.0,44.98,6280604.42,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a7f2c6d0-1868-47db-a1bd-84e2484ef5d6,塞尔塔天,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,5,20,14,6,2,6,28,32,-4,14,65.79,70.25,80,2,0,0,0,0,0,2250000.0,1038396.0,46.15,9657279.0,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a81aa0de-818e-4fd0-ae1f-56a79f50533c,犀牛冲撞,True,a0107e47-d545-415a-877e-a250b12b72a3,4,8,9,14,2,3,9,20,31,-11,14,61.86,67.75,77,5,0,0,0,0,0,1600000.0,892594.0,55.79,5925256.36,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,a9bea15d-145c-4e47-b625-c5ffc0b9b161,南部之星,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,2,26,14,8,2,4,26,16,10,15,65.6,71.5,85,6,0,0,0,0,0,1600000.0,1056943.0,66.06,5804206.26,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,aac1d957-2aa9-4742-9a46-9de762268d05,白虎啸天,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,3,21,14,6,3,5,25,25,0,15,71.47,78.88,84,4,0,0,0,0,0,3100000.0,1546976.0,49.9,12470559.9,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,aaf997c0-ab27-4381-9357-c0ff681628d1,烈焰红唇,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,7,15,14,5,0,9,17,33,-16,14,62.29,67.62,85,4,0,0,0,0,0,1600000.0,852762.0,53.3,5984901.25,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,ab2722bd-8a6d-4efa-823b-286c6773b0b8,东北虎啸,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,1,29,14,9,2,3,36,17,19,15,78.8,84.88,95,6,0,0,0,0,0,3100000.0,2603945.0,84.0,11063106.43,B,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,ae477957-abee-431d-b5f1-29d65f2d5b6c,大地之力,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,5,20,14,6,2,6,18,21,-3,15,64.53,68.75,79,5,0,0,0,0,0,1600000.0,924940.0,57.81,6044428.58,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,ae5e1af9-5f9a-4fcd-99d7-ba2b613dd9a4,白百合热,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,3,21,14,6,3,5,36,35,1,15,79.4,85.38,91,3,0,0,0,0,0,4200000.0,2635580.0,62.75,14537054.8,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,aea2865c-c8df-4aa3-8fe7-256edbb160a1,快乐足球,True,9c6d0d26-d73b-4e64-a24b-07ecc3e24dcf,1,1,33,14,10,3,1,41,21,20,15,79.27,88.12,96,7,0,0,0,0,0,4200000.0,2837351.0,67.56,14164684.17,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b0c2f2f4-cf26-4ba4-ad7b-fed70310cadc,魔毯飞行,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,3,25,14,8,1,5,25,21,4,15,61.67,67.88,80,7,0,0,0,0,0,1600000.0,821593.0,51.35,6169202.23,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b1fccedd-f7f5-4e1a-b20d-03941bdbfd8e,非洲犀牛,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,4,19,14,5,4,5,24,23,1,15,61.13,66.88,74,5,0,0,0,0,0,1600000.0,800265.0,50.02,6248534.17,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b3dbdf88-1463-46cc-b570-748b06c3cde9,床单军团,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,7,14,14,3,5,6,18,24,-6,15,71.73,76.62,83,2,0,0,0,0,0,2250000.0,1622635.0,72.12,8548422.55,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b4c660cb-31aa-4245-bc8d-3b635c5e8c0b,东方雄狮,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,4,1,26,14,8,2,4,25,19,6,15,64.47,72.75,79,4,0,0,0,0,0,1600000.0,1018978.0,63.69,5858557.01,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b4f3c189-e714-43f5-bd3e-d5709925fe1d,绿洲驼队,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,2,28,14,9,1,4,22,20,2,14,66.36,71.0,78,4,0,0,0,0,0,1600000.0,1033329.0,64.58,9390235.95,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b4fdaf05-975d-4005-bbf0-0d0b5bbfdf8d,树懒慢动,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,7,12,14,3,3,8,10,20,-10,14,61.93,67.5,74,4,0,0,0,0,0,1600000.0,736625.0,46.04,6262187.64,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b4fff948-b70d-4f6f-9aa2-1470587d7839,清真美食,True,a214dae7-f210-4978-a373-8769b832bee7,3,3,26,14,8,2,4,35,17,18,15,71.27,77.88,96,6,0,0,0,0,0,2250000.0,1768452.0,78.6,8453928.02,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b766a608-e35e-4487-b5ba-4752916a87c6,蓝黑战士,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,5,20,14,6,2,6,25,29,-4,15,62.47,68.38,77,3,0,0,0,0,0,1600000.0,837261.0,52.33,6178794.85,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,b90a4c3c-4de2-46a9-a075-bfae07efaa7f,黄色潜水艇,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,6,15,14,4,3,7,20,31,-11,14,65.36,72.5,79,4,0,0,0,0,0,2250000.0,1143199.0,50.81,9242621.75,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,bdbc9eb8-25c6-46e2-8d03-4fe7dde6eeef,不来梅绿,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,3,20,14,6,2,6,24,19,5,15,61.07,67.88,76,4,0,0,0,0,0,1600000.0,792662.0,49.54,6336366.47,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,bf188558-c9b9-494c-b203-db7b7be35ee0,蝙蝠军团,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,8,10,14,2,4,8,20,30,-10,14,68.5,74.5,81,3,0,0,0,0,0,2250000.0,1310921.0,58.26,9064853.65,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c3b55960-13bd-4a55-b5d4-819544a6302e,马略卡岛,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,4,20,14,6,2,6,25,23,2,14,68.36,74.38,84,6,0,0,0,0,0,2250000.0,1364615.0,60.65,9033731.61,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c3d001b9-dd3c-4834-a548-dbd8609332c4,图阿雷格,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,7,11,14,3,2,9,12,20,-8,14,59.64,64.88,73,7,0,0,0,0,0,1600000.0,645554.0,40.35,6333026.74,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c6bd46fa-082b-4d97-8563-69b43efea613,枪手兵工厂,True,2d17195f-6693-4497-b01a-83f4fc30c946,1,2,27,14,8,3,3,33,27,6,14,79.36,83.25,89,3,0,0,0,0,0,4200000.0,2516586.0,59.92,14874874.31,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c6d43c44-11e9-47de-b661-544e6c9e2c58,阿拉伯舞,True,d0849cc4-a873-4461-bd7f-b6932ad21180,4,5,19,14,6,1,7,26,24,2,15,62.2,67.5,74,2,0,0,0,0,0,1600000.0,812796.0,50.8,6203189.56,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c817ac92-5d06-4d9d-b73f-8d903c279f1b,蓝宝石海,True,eb81a4ce-e24f-492d-917f-7b0ebba15a78,4,1,26,14,8,2,4,40,23,17,15,65.53,72.0,89,3,0,0,0,0,0,1600000.0,1159574.0,72.47,5814492.2,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,c8c3d129-2f00-45c1-940c-3bbc7cd5d953,华南虎威,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,6,19,14,6,1,7,24,24,0,14,71.86,78.5,96,4,0,0,0,0,0,3100000.0,1683781.0,54.32,12104055.52,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,ca5363fa-daf6-4b94-988e-8e363382cc57,朱雀焚霞,True,a0107e47-d545-415a-877e-a250b12b72a3,4,4,22,14,7,1,6,28,26,2,15,66.07,73.38,85,4,0,0,0,0,0,1600000.0,1192258.0,74.52,5509296.05,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,caa7cbd4-c80e-4bba-a33e-c6a9c4e358c5,西域猛虎,True,d20b9cee-18bd-4a8d-be78-a5b2681775bc,2,5,20,14,6,2,6,19,26,-7,15,73.53,81.0,90,7,0,0,0,0,0,3100000.0,1860716.0,60.02,11820811.92,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cb90ca86-8723-4309-8443-cb0e4b87bdc2,西班牙人,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,1,30,14,9,3,2,32,13,19,14,71.5,77.88,86,3,0,0,0,0,0,1600000.0,1590823.0,99.43,8514311.75,B,warning
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cb936237-0b21-40e8-9cbe-dd3431b9f1e7,巴塔哥尼,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,6,17,14,5,2,7,29,34,-5,14,70.0,77.0,92,5,0,0,0,0,0,3100000.0,1483383.0,47.85,12684965.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cbf559b0-39a7-4084-ab87-5ff041741299,马丘比丘,True,698db303-c978-44e4-a85a-c086ddf13168,3,2,24,14,7,3,4,28,22,6,15,70.73,78.0,90,3,0,0,0,0,0,2250000.0,1664452.0,73.98,8563516.32,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cc0ed8cb-6636-472c-be01-9bcb6d6e541c,亚马逊河,True,698db303-c978-44e4-a85a-c086ddf13168,3,6,17,14,4,5,5,21,20,1,15,71.13,77.25,85,7,0,0,0,0,0,2250000.0,1454300.0,64.64,8671314.06,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cc0ef7b2-fe26-4641-a768-4f609e29b2d9,银狼啸天,True,ba46fa64-5997-4e5b-89db-5d48b7c51e8a,3,6,17,14,5,2,7,24,29,-5,15,65.4,71.62,75,4,0,0,0,0,0,2250000.0,946556.0,42.07,9583382.16,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cd04a361-39e0-4c35-a360-d05cf2c452d9,斗牛士团,True,eb1ba9bc-fe8f-4b5b-92bd-dff3e3a1f2f3,3,5,16,14,4,4,6,26,27,-1,15,71.13,76.75,84,5,0,0,0,0,0,2250000.0,1588759.0,70.61,8587812.1,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,cd6bf0d3-7f1a-4f3b-82bd-5ff4f46449d9,钢铁柏林,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,4,17,14,5,2,7,23,24,-1,14,62.36,68.12,86,5,0,0,0,0,0,1600000.0,963991.0,60.25,6019772.53,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d3c61670-e649-42ae-9394-5d0fa962c0b8,拉普拉塔,True,b34e5953-6ecc-49f9-b231-ac8b8d7f89da,2,1,26,14,8,2,4,31,25,6,14,73.36,79.25,94,4,0,0,0,0,0,3100000.0,1693792.0,54.64,12705957.08,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d3f11c2d-1468-4391-843e-98c05dd06286,野马奔腾,True,a0107e47-d545-415a-877e-a250b12b72a3,4,5,19,14,6,1,7,26,27,-1,15,65.0,69.88,82,5,0,0,0,0,0,1600000.0,995279.0,62.2,5780460.43,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d488af48-8fa6-4679-9dd6-8ee83109a97b,金刚鹦鹉,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,4,23,14,7,2,5,27,25,2,15,62.27,70.25,85,6,0,0,0,0,0,1600000.0,883127.0,55.2,5999181.1,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d48ba2a2-bb85-4376-9449-fb3b8826dcf0,斑马军团,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,3,24,14,7,3,4,21,20,1,14,61.71,66.38,73,7,0,0,0,0,0,1600000.0,782275.0,48.89,6342647.6,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d4953c57-7182-4723-9142-a8e6adf47c2d,刚果雨林,True,1124dfd9-90be-479e-a29f-a23303cd7902,4,4,20,14,5,5,4,27,18,9,14,66.21,71.12,76,2,0,0,0,0,0,1600000.0,976624.0,61.04,6001854.95,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d52013ad-2b3d-4866-9463-0df96b9819f5,紫电鹰扬,True,a0107e47-d545-415a-877e-a250b12b72a3,4,1,29,14,9,2,3,40,23,17,14,69.29,76.62,86,6,0,0,0,0,0,1600000.0,1317017.0,82.31,8931194.6,B,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d6086e01-af3b-4682-b7ac-9721713176f8,赫塔菲蓝,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,3,22,14,6,4,4,30,27,3,15,70.67,77.38,83,4,0,0,0,0,0,2250000.0,1611228.0,71.61,8768099.34,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d71c98f8-59f1-4a75-bc58-83b1ecd27981,峨眉女侠,True,37e412c4-f66b-421e-b6ab-73ffbe132649,4,5,17,14,5,2,7,20,23,-3,15,62.67,69.38,86,6,0,0,0,0,0,1600000.0,982904.0,61.43,5808749.25,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d724ec79-ddaf-424a-8b83-0b71b0077748,红黑恶魔,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,2,24,14,7,3,4,25,20,5,14,64.43,70.0,84,5,0,0,0,0,0,1600000.0,914852.0,57.18,6025213.1,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d7869c27-6888-484a-a8f0-2302f76966d6,那不勒斯,True,811f9c6d-a4b4-4ab1-91f1-8817977993e7,4,6,17,14,5,2,7,22,24,-2,15,59.53,66.62,75,6,0,0,0,0,0,1600000.0,764561.0,47.79,6268219.92,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d7c79989-b29a-48ff-a3c2-1aab6cfdd9f7,雄鹰法兰,True,de56c9e6-63b1-4370-bc29-6517a02f70cd,4,3,26,14,7,5,2,23,23,0,13,61.85,66.25,81,5,0,0,0,0,0,1600000.0,770493.0,48.16,6280110.51,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,d9734de3-ae7d-4ffa-a1eb-1caa5904bec7,公牛都灵,True,e300379f-18d3-4ef4-84e4-ba515ccb5d34,4,1,32,14,10,2,2,31,21,10,14,63.29,69.0,82,4,0,0,0,0,0,1600000.0,907897.0,56.74,6050137.39,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,daef3762-8681-454f-8dad-3aa6204f616d,森林之语,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,7,17,14,4,5,5,17,16,1,15,61.87,69.25,77,4,0,0,0,0,0,1600000.0,874136.0,54.63,6054789.35,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,db3ca325-5af2-49ee-b4eb-ffc5833d9db4,巴斯克雄,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,1,34,14,11,1,2,34,15,19,14,64.79,71.0,83,6,0,0,0,0,0,2250000.0,1134962.0,50.44,9566650.62,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,dc18fbbd-e586-44a9-b293-33f29e574c86,格拉纳达,True,f6133552-fe86-45c0-b38c-2db8b01a5519,3,2,23,14,7,2,5,25,21,4,15,67.93,74.12,84,4,0,0,0,0,0,2250000.0,1328783.0,59.06,9218035.37,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,dc55424e-e60a-4f21-a4bd-1413e7069aea,波斯地毯,True,0ffb4d3f-f9b6-4842-89bd-f17abe7c33e0,4,7,13,14,4,1,9,10,25,-15,12,62.75,67.5,81,6,0,0,0,0,0,1600000.0,761396.0,47.59,6107823.03,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,dd449048-c1ed-4e51-b8e1-dadb9bc895fc,马穆鲁克,True,5223ef74-be5a-4ff0-a3bc-6f00f60b2290,4,2,26,14,8,2,4,26,15,11,14,63.5,69.12,80,6,0,0,0,0,0,1600000.0,946915.0,59.18,6067115.21,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,df811640-39e5-4b41-81e5-7f64b13dafbc,科隆山羊,True,b785d06a-d78a-428c-91f0-ff4a9f469f4b,4,4,19,14,5,4,5,18,14,4,15,65.07,72.25,88,4,0,0,0,0,0,1600000.0,1056636.0,66.04,5728694.79,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,dfd5c178-63e7-4592-8430-0bf56ef6b746,非洲猎豹,True,426c3e38-63b3-4ee0-85dd-85525974bfdf,4,3,21,14,7,0,7,22,21,1,14,66.36,71.88,81,3,0,0,0,0,0,1600000.0,1017105.0,63.57,5791858.42,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,e19278fd-c33e-4fe9-a9f4-715d2d54e703,白虹贯日,True,8b1656f4-7d18-4b1d-aebc-370c7d2d9fb7,4,4,20,14,6,2,6,21,17,4,14,64.5,70.12,80,4,0,0,0,0,0,1600000.0,964115.0,60.26,5829374.32,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,e1a10934-083a-43c5-83bb-21c96e852047,水豚憨态,True,84f55ea0-ff15-4d41-be07-1ac16be52c96,4,1,35,14,11,2,1,26,16,10,15,65.4,72.12,82,6,0,0,0,0,0,1600000.0,992419.0,62.03,5901192.43,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,e1f61e2f-8c0e-40d7-8469-b57e4c5d6e6d,炼油大师,True,1e16da56-65f9-4e5d-ac82-71ca951a25e5,2,4,21,14,6,3,5,30,24,6,13,75.92,83.5,93,8,0,0,0,0,0,3100000.0,1923849.0,62.06,11620534.38,A,none
2,36f5ca3e-dca4-4ffd-a253-1aad73c6e9d1,e31dd5d4-bdf5-447f-8b05-dbae251e1807,猎豹闪电,True,4ccb4dce-5cb6-41ee-9b8f-130355d57f46,4,6,18,14,5,3,6,23,26,-3,15,64.2,71.5,79,5,0,0,0,0,0,1600000.0,1046506.0,65.41,5699970.34,A,none
